2015/03/23 07:36:32.880 36.769 -98.019 5.0 2.6136482 mblg GS OK032 HHZ 00 P 2015/03/23 07:36:36.100 0.6581729 0.65
2015/03/23 07:37:23.181 36.769 -98.019 5.0 1.754922 mblg GS OK032 HHZ 00 P 2015/03/23 07:37:26.401 0.6691158 0.65
2015/03/23 07:40:52.171 36.769 -98.019 5.0 0.81442344 mblg GS OK032 HHZ 00 P 2015/03/23 07:40:55.391 0.7080277 0.65
2015/03/23 07:51:38.030 36.769 -98.019 5.0 0.8103591 mblg GS OK032 HHZ 00 P 2015/03/23 07:51:41.250 0.6693003 0.65
2015/03/23 07:52:54.620 36.769 -98.019 5.0 0.6057254 mblg GS OK032 HHZ 00 P 2015/03/23 07:52:57.840 0.7212922 0.65
2015/03/23 07:58:56.771 36.769 -98.019 5.0 1.2855023 mblg GS OK032 HHZ 00 P 2015/03/23 07:58:59.991 0.6585165 0.65
2015/03/23 08:05:31.771 36.769 -98.019 5.0 0.75073 mblg GS OK032 HHZ 00 P 2015/03/23 08:05:34.991 0.6800497 0.65
2015/03/23 08:21:04.970 36.769 -98.019 5.0 0.33012447 mblg GS OK032 HHZ 00 P 2015/03/23 08:21:08.190 0.6716388 0.65
2015/03/23 08:22:15.340 36.769 -98.019 5.0 0.80939335 mblg GS OK032 HHZ 00 P 2015/03/23 08:22:18.560 0.72279227 0.65
2015/03/23 08:30:41.891 36.769 -98.019 5.0 0.672594 mblg GS OK032 HHZ 00 P 2015/03/23 08:30:45.111 0.71188587 0.65
2015/03/23 09:04:49.200 36.769 -98.019 5.0 0.8692302 mblg GS OK032 HHZ 00 P 2015/03/23 09:04:52.420 0.7175685 0.65
2015/03/23 09:14:07.730 36.769 -98.019 5.0 1.4744947 mblg GS OK032 HHZ 00 P 2015/03/23 09:14:10.950 0.6719725 0.65
2015/03/23 09:59:58.370 36.769 -98.019 5.0 0.49686176 mblg GS OK032 HHZ 00 P 2015/03/23 10:00:01.590 0.6776241 0.65
2015/03/23 10:17:00.010 36.769 -98.019 5.0 0.7786928 mblg GS OK032 HHZ 00 P 2015/03/23 10:17:03.230 0.69235766 0.65
2015/03/23 11:00:09.480 36.769 -98.019 5.0 1.2620105 mblg GS OK032 HHZ 00 P 2015/03/23 11:00:12.700 0.73366183 0.65
2015/03/23 11:09:06.260 36.769 -98.019 5.0 0.8249934 mblg GS OK032 HHZ 00 P 2015/03/23 11:09:09.480 0.6712018 0.65
2015/03/23 12:20:13.550 36.769 -98.019 5.0 0.6644066 mblg GS OK032 HHZ 00 P 2015/03/23 12:20:16.770 0.6835578 0.65
2015/03/23 12:24:44.001 36.769 -98.019 5.0 0.7824823 mblg GS OK032 HHZ 00 P 2015/03/23 12:24:47.221 0.69163823 0.65
2015/03/23 12:49:38.820 36.769 -98.019 5.0 1.5293102 mblg GS OK032 HHZ 00 P 2015/03/23 12:49:42.040 0.6917095 0.65
2015/03/23 14:24:33.730 36.769 -98.019 5.0 1.102059 mblg GS OK032 HHZ 00 P 2015/03/23 14:24:36.950 0.7277964 0.65
2015/03/23 14:43:17.500 36.769 -98.019 5.0 0.96659064 mblg GS OK032 HHZ 00 P 2015/03/23 14:43:20.720 0.6850743 0.65
2015/03/23 16:00:44.871 36.769 -98.019 5.0 0.9474683 mblg GS OK032 HHZ 00 P 2015/03/23 16:00:48.091 0.68584317 0.65
2015/03/23 16:11:10.551 36.769 -98.019 5.0 0.84272397 mblg GS OK032 HHZ 00 P 2015/03/23 16:11:13.771 0.650732 0.65
2015/03/23 16:18:19.531 36.769 -98.019 5.0 3.2297108 mblg GS OK032 HHZ 00 P 2015/03/23 16:18:22.751 0.715581 0.65
2015/03/23 16:19:57.561 36.769 -98.019 5.0 1.8326856 mblg GS OK032 HHZ 00 P 2015/03/23 16:20:00.781 0.70101786 0.65
2015/03/23 16:23:42.691 36.769 -98.019 5.0 2.9826403 mblg GS OK032 HHZ 00 P 2015/03/23 16:23:45.911 0.7139163 0.65
2015/03/23 16:35:21.450 36.769 -98.019 5.0 1.269868 mblg GS OK032 HHZ 00 P 2015/03/23 16:35:24.670 0.70836985 0.65
2015/03/23 17:29:42.260 36.769 -98.019 5.0 1.5389552 mblg GS OK032 HHZ 00 P 2015/03/23 17:29:45.480 0.6777549 0.65
2015/03/23 17:31:25.530 36.769 -98.019 5.0 1.0845023 mblg GS OK032 HHZ 00 P 2015/03/23 17:31:28.750 0.6872038 0.65
2015/03/23 17:51:01.311 36.769 -98.019 5.0 1.7901161 mblg GS OK032 HHZ 00 P 2015/03/23 17:51:04.531 0.6684273 0.65
2015/03/23 19:44:05.890 36.769 -98.019 5.0 0.7238161 mblg GS OK032 HHZ 00 P 2015/03/23 19:44:09.110 0.6667412 0.65
2015/03/23 20:15:40.360 36.769 -98.019 5.0 1.895229 mblg GS OK032 HHZ 00 P 2015/03/23 20:15:43.580 0.69136256 0.65
2015/03/23 21:41:29.121 36.769 -98.019 5.0 2.5277524 mblg GS OK032 HHZ 00 P 2015/03/23 21:41:32.341 0.6769552 0.65
2015/03/23 23:48:39.360 36.769 -98.019 5.0 0.7375944 mblg GS OK032 HHZ 00 P 2015/03/23 23:48:42.580 0.6987766 0.65
2015/03/23 23:53:47.630 36.769 -98.019 5.0 1.2677417 mblg GS OK032 HHZ 00 P 2015/03/23 23:53:50.850 0.7663822 0.65
